endpoint,method,response_source,keys_affected,decision,decision_ref,notes
/v1/canais/instagram/:id,DELETE,mapped,canal fields (CanalInstagramVisivel),rename-with-db-key,D-09,desconectarInstagram mapped; controladores/canais-instagram.ts:48-57 | evidence: apps/api/src/controladores/canais-instagram.ts:48
/v1/gestao/fluxos/:id/chaves,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-integracoes.ts:82"
/v1/gestao/fluxos/:id/equipe,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-equipe.ts:75"
/v1/gestao/fluxos/:fluxoId/links-rastreados,POST,mapped,id;fluxoId;nome;destinoUrl;codigo;urlCurta;cliques;criadoEm,rename-with-db-key,D-09,"criarLinkRastreado, dominio/rastreador-de-cliques.ts:79-118 | evidence: apps/api/src/controladores/rastreador-de-cliques.ts:58"
/v1/gestao/fluxos/:id/servicos,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-fluxo.ts:452"
/v1/gestao/fluxos,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-fluxo.ts:145"
/v1/gestao/monitoramento/conversas/:id/finalizar,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-operacao.ts:205"
/v1/gestao/monitoramento/conversas/:id/notas,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-operacao.ts:165"
/v1/gestao/monitoramento/conversas/:id/transferir,POST,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-operacao.ts:181"
/v1/gestao/regras/prioridade,POST,mapped,condicao,persisted,D-09,dominio/gestao/regras-prioridade.ts:196-260 | evidence: apps/api/src/controladores/gestao-cadastros.ts:417
/v1/gestao/webhooks/:webhookId/testar,POST,mapped,ok;status;erro;corpo,rename-with-db-key,D-09,"ResultadoDoTeste, no jsonb passthrough (corpo is a truncated string preview), dominio/gestao/integracoes.ts:735-741 | evidence: apps/api/src/controladores/gestao-integracoes.ts:211"
/v1/gestao/webhooks,POST,mapped,cabecalhos,persisted,D-09,controladores/gestao-integracoes.ts:159-175 | evidence: apps/api/src/controladores/gestao-integracoes.ts:159
/v1/mensagens-ativas,POST,mapped,enviadas;recusadas;data.telefone;data.contato_id;data.enviada;data.mensagem_id;data.conversa_id;data.motivo;data.detalhe,rename-with-db-key,D-45,"D-45 owner decision: renamed (was keep, API-key endpoint; no real customers, D-43). API-key endpoint (ChaveOuSessao mensagens:escrever); controladores/mensagens-ativas.ts:74-126 | evidence: apps/api/src/controladores/mensagens-ativas.ts:71"
/v1/sso/estado,POST,mapped,id;provedor;emissor;clienteId;estado;politica;testadaEm;ativadaEm;urlDeRetorno,rename-with-db-key,D-09,controladores/sso.ts:78-88 | evidence: apps/api/src/controladores/sso.ts:78
/webhooks/instagram/:canalId,POST,mapped,recebido,keep,D-09,Meta webhook ack; controladores/webhooks-instagram.ts:39-64 | evidence: apps/api/src/controladores/webhooks-instagram.ts:39
/webhooks/messenger/:canalId,POST,mapped,recebido,keep,D-09,controladores/webhooks-messenger.ts:5 | evidence: apps/api/src/controladores/webhooks-messenger.ts:5
/webhooks/whatsapp/:canalId,POST,mapped,recebido,keep,D-09,controladores/webhooks-whatsapp.ts:45-76 | evidence: apps/api/src/controladores/webhooks-whatsapp.ts:45
/webhooks/whatsapp,POST,mapped,recebido,keep,D-09,controladores/webhooks-whatsapp.ts:114-144 | evidence: apps/api/src/controladores/webhooks-whatsapp.ts:114
/v1/gestao/fluxos/:id/builder,PUT,mapped,versao;erros;naoSuportado,rename-with-db-key,D-09,"RascunhoGravado response does not echo content (versao is an integer, not the drawing); the REQUEST body is jsonb bloco.conteudo written by salvarRascunho - tracked separately via persisted.csv:persisted-wire-01 (desenho), not this response | evidence: apps/api/src/controladores/gestao-builder.ts:51"
/v1/gestao/fluxos/:id/canal,PUT,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-fluxo.ts:266"
/v1/gestao/fluxos/:id/conexao,PUT,mapped,(see dominio/gestao/*.ts explicit .select({...}) column list for this handler),rename-with-db-key,D-09,"gestao/* cluster confirmed via grep: every dominio/gestao/*.ts file except dicionario-crm.ts uses explicit tx.select({...}) column lists, never bare .select() - default mapped/rename-with-db-key; ComSessao-only (no API key scope) | evidence: apps/api/src/controladores/gestao-integracoes.ts:129"
/v1/sso,PUT,mapped,id;provedor;emissor;clienteId;estado;politica;testadaEm;ativadaEm;urlDeRetorno,rename-with-db-key,D-09,controladores/sso.ts:62-71 | evidence: apps/api/src/controladores/sso.ts:62
